ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
60001709272,Sandia Elementary School,public,"e,m",3,.898,830,.273305,.097457603,.575212,.029661,.0180085,.0052966098,21331 Sandia Road,Apple Valley,CA,,San Bernardino,6071,34.464283,-117.19915,593,Apple Valley Unified
60001711122,Vanguard Preparatory School,public,"e,m",7,.52899998,1234,.57526398,.043938201,.35720101,.01220505,.0081366999,.00162734,12951 Mesquite Road,Apple Valley,CA,,San Bernardino,6071,34.487137,-117.16385,593,Apple Valley Unified
60001711747,Sitting Bull Academy,public,"e,m",6,.551,1500,.443652,.091298103,.395863,.053494971,.0092724701,.0042796,19445 Sitting Bull Road,Apple Valley,CA,,San Bernardino,6071,34.485748,-117.24119,593,Apple Valley Unified
60001712663,Phoenix Academy,public,"e,m",2,.903,1202,.230287,.230287,.50179201,.016129039,.0125448,.0071684602,20700 Thunderbird Road,Apple Valley,CA,,San Bernardino,6071,34.53001,-117.21247,593,Apple Valley Unified
60001808418,Mountain Valley Community Day School,public,"m,h",,1,1,.5,,,,,.5,6930 State Highway 3 Highway 3 And School Street,Hayfork,CA,,Trinity,6105,40.553886,-123.18567,1004,Mountain Valley Unified
60001809106,Valley High School,public,h,,1,8,.57142901,,.285714,,,.142857,160 A Tule Creek Road,Hayfork,CA,,Trinity,6105,40.538502,-123.21779,1004,Mountain Valley Unified
60001809107,Hayfork High School,public,h,5,.74000001,102,.64999998,,.1,.050000001,.079999998,.12,231 Oak Street,Hayfork,CA,,Trinity,6105,40.550846,-123.17122,1004,Mountain Valley Unified
60001809108,Hayfork Valley Elementary School,public,"e,m",6,.78100002,213,.67142898,.0095238099,.0904762,.038095199,.0666667,.109524,6930 State Highway 3,Hayfork,CA,,Trinity,6105,40.5938,-123.01494,1004,Mountain Valley Unified
60001809109,Hyampom Arts Magnet Elementary School,public,"e,m",,.90899998,12,.72727299,,.18181799,,,.090909101,148 Corral Bottom Road,Hyampom,CA,,Trinity,6105,40.617733,-123.4489,1004,Mountain Valley Unified
60001906929,Dublin Elementary School,public,"p,e",9,.109,700,.468795,.031930301,.18722799,.26560187,.037735801,.0058055199,7997 Vomac Road,Dublin,CA,,Alameda,6001,37.714924,-121.93671,6,Dublin Unified School District
60001908443,James Dougherty Elementary School,public,e,10,.027000001,713,.23478299,.0173913,.086956501,.61863339,.036024801,.0062111798,5301 Hibernia Drive,Dublin,CA,,Alameda,6001,37.710384,-121.88515,6,Dublin Unified School District
60001909273,Dublin High School,public,h,9,.111,1653,.368835,.074501596,.16841599,.36096528,.022035699,.0052465899,8151 Village Parkway,Dublin,CA,,Alameda,6001,37.720901,-121.92404,6,Dublin Unified School District
60001909274,Valley High (Continuation) School,public,h,3,.29100001,81,.493671,.101266,.32911399,.063291103,.0126582,,6901 York Drive,Dublin,CA,,Alameda,6001,37.709137,-121.9212,6,Dublin Unified School District
60001909275,Frederiksen Elementary School,public,e,9,.191,595,.42836699,.090257898,.203438,.23495653,.035816599,.0071633202,7243 Tamarack Drive,Dublin,CA,,Alameda,6001,37.714806,-121.92212,6,Dublin Unified School District
60001909276,Murray Elementary School,public,e,7,.162,406,.473822,.041884799,.227749,.193717,.0628272,,8435 Davona Drive,Dublin,CA,,Alameda,6001,37.721409,-121.93261,6,Dublin Unified School District
60001909278,Wells Middle School,public,m,7,.17399999,693,.44268301,.084146298,.223171,.19878006,.045122001,.0060975598,6800 Penn Drive,Dublin,CA,,Alameda,6001,37.710503,-121.91869,6,Dublin Unified School District
60001912078,John Green Elementary School,public,e,10,.022,725,.24835201,.028571401,.063736297,.63626373,.0197802,.0021978,3300 Antone Way,Dublin,CA,,Alameda,6001,37.718102,-121.8615,6,Dublin Unified School District
60001912927,Harold William Kolb,public,e,9,.039999999,597,.192708,.045833301,.063541703,.6854167,.0104167,.0020833299,3150 Palermo Way,Dublin,CA,,Alameda,6001,37.712009,-121.85886,6,Dublin Unified School District
60001913169,Eleanor Murray Fallon School,public,m,10,.050000001,720,.239961,.057786498,.085210599,.59451497,.0215475,.00097943202,3601 Kohnen Way,Dublin,CA,,Alameda,6001,37.71566,-121.86589,6,Dublin Unified School District
60002006951,Henry P. Mohr Elementary School,public,e,10,.037,678,.22238199,.0172166,.063127697,.65566754,.041606899,,3300 Dennis Drive,Pleasanton,CA,,Alameda,6001,37.691952,-121.86038,16,Pleasanton Unified School District
60002008444,Thomas S. Hart Middle School,public,m,9,.071000002,1067,.45503601,.028777,.086330898,.38848904,.036870498,.0044963998,4433 Willow Road,Pleasanton,CA,,Alameda,6001,37.685425,-121.89832,16,Pleasanton Unified School District
60002008445,Phoebe Apperson Hearst Elementary School,public,e,10,.061999999,709,.41560301,.0141844,.087943301,.42836881,.049645402,.0042553199,5301 Case Avenue,Pleasanton,CA,,Alameda,6001,37.652428,-121.8843,16,Pleasanton Unified School District
60002009279,Foothill High School,public,h,8,.041999999,2215,.51019502,.022706199,.085727498,.3470808,.027340099,.0069508799,4375 Foothill Road,Pleasanton,CA,,Alameda,6001,37.672085,-121.91796,16,Pleasanton Unified School District
60002009280,Village High School,public,h,4,.050999999,192,.58163297,.071428597,.204082,.1122449,.0306122,,4645 Bernal Avenue,Pleasanton,CA,,Alameda,6001,37.655197,-121.87534,16,Pleasanton Unified School District
60002009282,Amador Valley High School,public,h,9,.046999998,2636,.54555798,.0189825,.094153397,.3154898,.0193622,.0064540599,1155 Santa Rita Road,Pleasanton,CA,,Alameda,6001,37.668293,-121.87324,16,Pleasanton Unified School District
60002009283,Donlon Elementary School,public,e,9,.035,800,.42153001,.0155642,.073930003,.39169934,.0972763,,4150 Dorman Road,Pleasanton,CA,,Alameda,6001,37.684425,-121.90955,16,Pleasanton Unified School District
60002009284,Lydiksen Elementary School,public,e,9,.057999998,697,.53155702,.033660602,.086956501,.28050441,.064516097,.00280505,7700 Highland Oaks Drive,Pleasanton,CA,,Alameda,6001,37.680965,-121.92159,16,Pleasanton Unified School District
60002009285,Alisal Elementary School,public,e,9,.078000002,633,.52396202,.0079872198,.118211,.27156594,.0766773,.00159744,1454 Santa Rita Road,Pleasanton,CA,,Alameda,6001,37.672241,-121.87219,16,Pleasanton Unified School District
60002009286,Fairlands Elementary School,public,e,10,.067000002,735,.320375,.0160858,.097855203,.51474512,.050938301,,4151 West Las Positas Boulevard,Pleasanton,CA,,Alameda,6001,37.692593,-121.87434,16,Pleasanton Unified School District
60002009287,Valley View Elementary School,public,e,8,.145,725,.488987,.0161527,.33627,.1086637,.049926601,,480 Adams Way,Pleasanton,CA,,Alameda,6001,37.659512,-121.86362,16,Pleasanton Unified School District
60002009288,Walnut Grove Elementary School,public,e,10,.028000001,705,.70224702,.0084269699,.0280899,.21910097,.042134799,,1999 Harvest Road,Pleasanton,CA,,Alameda,6001,37.67329,-121.88537,16,Pleasanton Unified School District
60002009289,Harvest Park Middle School,public,m,10,.037,1210,.52946001,.0098199695,.0597381,.37561429,.021276601,.0040916498,4900 Valley Avenue,Pleasanton,CA,,Alameda,6001,37.675495,-121.88318,16,Pleasanton Unified School District
60002009290,Vintage Hills Elementary School,public,e,10,.029999999,651,.57376999,.0032786899,.068852499,.30491805,.049180299,,1125 Concord Street,Pleasanton,CA,,Alameda,6001,37.655697,-121.85484,16,Pleasanton Unified School District
60002009682,Pleasanton Middle School,public,m,9,.085000001,1224,.51331699,.021791801,.1364,.29862809,.0290557,.00080710201,5001 Case Avenue,Pleasanton,CA,,Alameda,6001,37.656952,-121.88153,16,Pleasanton Unified School District
60002109291,Sunol Glen Elementary School,public,"e,m",9,.067000002,264,.490706,.00743494,.22676601,.12639394,.148699,,11601 Main Street,Sunol,CA,,Alameda,6001,37.592949,-121.88485,19,Sunol Glen Unified
60002200374,Mendota Continuation High School,public,h,,1,22,,,1,,,,211 Smoot Avenue,Mendota,CA,,Fresno,6019,36.755341,-120.38872,106,Mendota Unified
60002200395,Mendota High School,public,h,4,.98000002,716,.0092592603,.00132275,.98545003,.00132275,,,1200 Belmont Avenue,Mendota,CA,,Fresno,6019,36.749313,-120.37703,106,Mendota Unified
60002207970,Mendota Community Day School,public,"m,h",,1,6,,,1,,,,241 Smoot Avenue,Mendota,CA,,Fresno,6019,36.755341,-120.38806,106,Mendota Unified
60002209292,Mccabe Elementary School,public,"e,m",3,.99199998,847,.0156076,.00111483,.97993302,,,,250 South Derrick Street,Mendota,CA,,Fresno,6019,36.716328,-120.38719,106,Mendota Unified
60002209293,Mendota Junior High School,public,m,4,.991,419,.0093457904,,.99065399,,,,1258 East Belmont Avenue,Mendota,CA,,Fresno,6019,36.716328,-120.38719,106,Mendota Unified
60002209294,Washington Elementary School,public,e,5,.995,863,.01726,.00107875,.97842503,,.00107875,,1599 Fifth Street,Mendota,CA,,Fresno,6019,36.756351,-120.38338,106,Mendota Unified
60002503570,Aurelia Pennekamp Elementary School,public,e,10,.015,573,.53012002,.0051635099,.084337302,.17728052,.19965599,,110 South Rowell,Manhattan Beach,CA,,Los Angeles,6037,33.87923,-118.38949,296,Manhattan Beach Unified School District
60002503573,Grand View Elementary School,public,e,10,.0070000002,738,.73613,.0054127201,.085250303,.03382954,.133965,.00135318,455 24th Street,Manhattan Beach,CA,,Los Angeles,6037,33.893688,-118.41242,296,Manhattan Beach Unified School District
60002503575,Meadows Avenue Elementary School,public,e,10,.027000001,498,.62447298,.0126582,.103376,.11814311,.132911,.0021097001,1200 Meadows Avenue,Manhattan Beach,CA,,Los Angeles,6037,33.888302,-118.39168,296,Manhattan Beach Unified School District
60002503576,Pacific Elementary School,public,e,10,.0089999996,647,.69311398,.00598802,.10479,.068862326,.12724601,,1200 Pacific Avenue,Manhattan Beach,CA,,Los Angeles,6037,33.887623,-118.40327,296,Manhattan Beach Unified School District
60002505922,Opal Robinson Elementary School,public,e,10,.0070000002,405,.66741103,.00892857,.089285702,.10044648,.129464,,80 Morningside Drive,Manhattan Beach,CA,,Los Angeles,6037,33.878208,-118.40501,296,Manhattan Beach Unified School District
60002506328,Mira Costa High School,public,h,10,.052000001,2424,.57154298,.0518489,.14871401,.10048235,.122186,.00080385798,701 South Peck Avenue,Manhattan Beach,CA,,Los Angeles,6037,33.874569,-118.38945,296,Manhattan Beach Unified School District
60002507535,Manhattan Beach Middle School,public,m,10,.023,1317,.649625,.0102249,.110429,.099522837,.120654,,1501 Redondo Avenue,Manhattan Beach,CA,,Los Angeles,6037,33.889278,-118.38306,296,Manhattan Beach Unified School District
60002604544,Frazier Mountain High School,public,h,5,.428,363,.63725501,.0065359501,.29085001,.0130719,.0261438,.0032679699,700 Falcon Way,Lebec,CA,,Kern,6029,34.8069,-118.88513,211,El Tejon Unified School District
60002609485,El Tejon Elementary School,public,e,2,.63499999,235,.58447498,.0091324197,.29680401,.01369863,.036529701,.0136986,4337 Lebec Road,Lebec,CA,,Kern,6029,34.870457,-118.88412,211,El Tejon Unified School District
60002609486,Frazier Park Elementary School,public,e,3,.76099998,339,.60159397,.0119522,.31474099,.0039840601,.0478088,.019920301,3149 San Carlos Trail,Frazier Park,CA,,Kern,6029,34.822235,-118.94086,211,El Tejon Unified School District
60002610815,Peak to Peak Mountain Charter,charter,"e,m",9,,,,,,,,,19009 Cerro Noroeste Road,Pine Mountain Club,CA,,Kern,6029,34.846218,-119.15604,211,El Tejon Unified School District
60002611986,El Tejon Continuation High School,public,h,,,5,,,,,,,700 Falcon Way,Lebec,CA,,Kern,6029,34.799717,-118.89126,211,El Tejon Unified School District
60002702451,Tuscany Hills Elementary School,public,e,9,.33500001,730,.57107198,.0511222,.26059899,.043640912,.0623441,,23 Ponte Russo,Lake Elsinore,CA,,Riverside,6065,33.687244,-117.28991,523,Lake Elsinore Unified School District
60002702452,Donald Graham Elementary School,public,e,7,.63099998,568,.32142901,.037698399,.53968298,.04365078,.051587299,.0059523801,35450 Frederick Street,Wildomar,CA,,Riverside,6065,33.605888,-117.25815,523,Lake Elsinore Unified School District
60002705011,David A. Brown Middle School,public,m,6,.60900003,1017,.36392099,.046923898,.51094902,.037539069,.032325301,.0083420202,21861 Grand Avenue,Wildomar,CA,,Riverside,6065,33.594162,-117.27233,523,Lake Elsinore Unified School District
60002707605,William Collier Elementary School,public,e,5,.75400001,587,.34079999,.0080000004,.60320002,.016000001,.025599999,.0048000002,20150 Mayhall Drive,Wildomar,CA,,Riverside,6065,33.615871,-117.3014,523,Lake Elsinore Unified School District
60002709488,Ortega High School,public,h,4,.77499998,240,.207627,.046610199,.694915,.025423771,.016949199,.00847458,"520 Chaney Street, Building 100",Lake Elsinore,CA,,Riverside,6065,33.680355,-117.33859,523,Lake Elsinore Unified School District
60002709489,Elsinore High School,public,h,7,.57700002,2324,.37285101,.061085999,.49864301,.02443441,.035294101,.00769231,21800 Canyon Drive,Wildomar,CA,,Riverside,6065,33.623287,-117.27971,523,Lake Elsinore Unified School District
60002709490,Elsinore Elementary School,public,e,3,.958,535,.102729,.0144462,.84911698,.01926164,.0128411,.00160514,512 West Sumner Avenue,Lake Elsinore,CA,,Riverside,6065,33.672977,-117.33137,523,Lake Elsinore Unified School District
60002709491,Machado Elementary School,public,e,3,.917,686,.113764,.029494399,.820225,.021067459,.0126405,.00140449,15150 Joy Street,Lake Elsinore,CA,,Riverside,6065,33.682812,-117.37607,523,Lake Elsinore Unified School District
60002709492,Wildomar Elementary School,public,e,6,.73199999,713,.28022,.0206044,.66758198,.01785714,.0137363,,21575 Palomar Road,Wildomar,CA,,Riverside,6065,33.603569,-117.2726,523,Lake Elsinore Unified School District
60002709493,Elsinore Middle School,public,m,5,.77600002,748,.179245,.045822099,.70215601,.041778971,.0269542,.0040431302,1203 West Graham Avenue,Lake Elsinore,CA,,Riverside,6065,33.671722,-117.34076,523,Lake Elsinore Unified School District
60002709496,Terra Cotta Middle School,public,m,6,.75599998,1315,.218013,.047138002,.68265998,.027777759,.015993301,.0075757601,29291 Lake Street,Lake Elsinore,CA,,Riverside,6065,33.700886,-117.39002,523,Lake Elsinore Unified School District
60002709497,Railroad Canyon Elementary School,public,e,4,.82700002,583,.131796,.0461285,.78253698,.01153213,.0230643,,1300 Mill Street,Lake Elsinore,CA,,Riverside,6065,33.665195,-117.31087,523,Lake Elsinore Unified School District
60002709498,Withrow Elementary School,public,e,6,.78799999,734,.232527,.0295699,.69354802,.01478495,.025537601,.0040322598,30100 Audelo Street,Lake Elsinore,CA,,Riverside,6065,33.682674,-117.39417,523,Lake Elsinore Unified School District
60002710280,Temescal Canyon High School,public,h,7,.47400001,2042,.42028999,.059841,.436185,.045815829,.0299205,.0070126201,28755 El Toro Road,Lake Elsinore,CA,,Riverside,6065,33.702976,-117.34675,523,Lake Elsinore Unified School District
60002710281,Luiseno,public,"e,m",7,.354,868,.43992099,.064548202,.41509399,.045680229,.031777602,.0019861001,13500 Mountain Road,Corona,CA,,Riverside,6065,33.725506,-117.4234,523,Lake Elsinore Unified School District
60002710352,Rice Canyon Elementary School,public,e,8,.57800001,882,.34773201,.039956801,.542117,.034557249,.032397401,.0032397399,29535 Westwind Drive,Lake Elsinore,CA,,Riverside,6065,33.697155,-117.40012,523,Lake Elsinore Unified School District
60002710587,Cottonwood Canyon Elementary School,public,e,8,.35600001,883,.53518099,.0469083,.30810201,.050106689,.053304899,.0053304899,32100 Lost Road,Lake Elsinore,CA,,Riverside,6065,33.661095,-117.25414,523,Lake Elsinore Unified School District
60002710588,Canyon Lake Middle School,public,m,6,.49399999,1219,.47327,.0534591,.386006,.03537732,.041666701,.0086478004,33005 Canyon Hills Road,Lake Elsinore,CA,,Riverside,6065,33.663498,-117.25614,523,Lake Elsinore Unified School District
60002711036,Lakeside High School,public,h,6,.72299999,1900,.241504,.046858899,.66271901,.022657059,.0211123,.00514933,32593 Riverside Drive,Lake Elsinore,CA,,Riverside,6065,33.668518,-117.38108,523,Lake Elsinore Unified School District
60002711037,Ronald Reagan Elementary School,public,e,7,.49900001,753,.41935501,.042075701,.42356199,.039270721,.058906,.0140252,35445 Porras Road,Wildomar,CA,,Riverside,6065,33.606316,-117.2408,523,Lake Elsinore Unified School District
60002712001,Earl Warren Elementary School,public,e,7,.611,859,.200692,.036908899,.65974599,.06228371,.0357555,.00461361,41221 Rosetta Canyon Road,Lake Elsinore,CA,,Riverside,6065,33.700699,-117.3215,523,Lake Elsinore Unified School District
60002712094,Keith Mccarthy Academy,public,h,3,.419,181,.31284899,.039106101,.60335201,.0055865902,.027933,.0111732,520 Chaney Street,Lake Elsinore,CA,,Riverside,6065,33.680355,-117.33859,523,Lake Elsinore Unified School District
60002712433,Sycamore Academy Of Science And Cultural Arts,charter,e,,,,,,,,,,32326 Clinton Keith Rd,Wildomar,CA,,Riverside,6065,33.590611,-117.24982,523,Lake Elsinore Unified School District
60002712772,Lakeland Village School,public,"e,m",2,.87400001,1100,.23205,.034339201,.68158197,.01977103,.0291363,.00312175,18730 Grand Avenue,Lake Elsinore,CA,,Riverside,6065,33.627434,-117.32452,523,Lake Elsinore Unified School District
60002712914,Southern California Online Academy,charter,"p,e,m,h",,.31099999,410,.58357799,.082111403,.28738999,.0117302,.0293255,.0058650998,1405 Education Way,Lake Elsinore,CA,,Riverside,6065,33.68203,-117.33579,523,Lake Elsinore Unified School District
60002803647,Vail Ranch Middle School,public,m,7,.14399999,1225,.526151,.036690101,.25214699,.084309123,.091334902,.0078063998,33340 Camino Piedra Rojo,Temecula,CA,,Riverside,6065,33.480885,-117.07742,535,Temecula Valley Unified School District
